| date | open | last | high | low | volume | amount | exchange |
| 2021-09-23 | 14380.09 | 14387.36 | 14416.37 | 14338.99 | 515307454 | 7410588400612 | 7410588400611.63 |
| 2021-09-24 | 14359.11 | 14357.85 | 14514.39 | 14307.68 | 488477290 | 7030803434672 | 7030803434672.27 |
| 2021-09-27 | 14430.04 | 14344.29 | 14527.77 | 14253.15 | 512315118 | 7364565683308 | 7364565683308.26 |
| 2021-09-28 | 14307.53 | 14313.82 | 14425.16 | 14243.20 | 381380519 | 5464188705384 | 5464188705383.81 |
| 2021-09-29 | 14202.40 | 14079.02 | 14235.88 | 14020.56 | 412588024 | 5822367928844 | 5822367928843.68 |
| 2021-09-30 | 14124.08 | 14309.01 | 14337.50 | 14124.08 | 352613793 | 5027166656249 | 5027166656249.29 |
| 2021-10-08 | 14457.94 | 14414.16 | 14489.33 | 14348.98 | 401478900 | 5788318025961 | 5788318025961.00 |
| 2021-10-11 | 14440.82 | 14367.60 | 14484.39 | 14338.47 | 373827654 | 5381929445660 | 5381929445660.28 |
| 2021-10-12 | 14335.54 | 14135.38 | 14335.54 | 14006.65 | 393850895 | 5576609653975 | 5576609653975.05 |
| 2021-10-13 | 14140.42 | 14353.08 | 14358.50 | 14112.91 | 339658920 | 4848573340984 | 4848573340983.60 |
| 2021-10-14 | 14350.63 | 14341.38 | 14399.92 | 14293.53 | 341200294 | 4894498882747 | 4894498882746.67 |
| 2021-10-15 | 14294.18 | 14415.99 | 14440.58 | 14232.03 | 383655008 | 5510385725903 | 5510385725902.93 |
| 2021-10-18 | 14393.18 | 14350.02 | 14393.18 | 14218.61 | 361564199 | 5177817473413 | 5177817473413.40 |
| 2021-10-19 | 14352.93 | 14499.77 | 14504.24 | 14352.93 | 358298685 | 5178244862541 | 5178244862541.30 |
| 2021-10-20 | 14500.46 | 14452.25 | 14552.57 | 14431.63 | 378117576 | 5474695061348 | 5474695061348.40 |
| 2021-10-21 | 14466.42 | 14444.86 | 14501.45 | 14348.12 | 372311279 | 5373001535625 | 5373001535625.32 |
| 2021-10-22 | 14467.37 | 14492.82 | 14582.79 | 14454.86 | 382262504 | 5546688820832 | 5546688820832.29 |
| 2021-10-25 | 14491.35 | 14596.72 | 14599.00 | 14452.88 | 362803313 | 5278618895937 | 5278618895937.27 |
| 2021-10-26 | 14658.99 | 14552.82 | 14682.43 | 14531.48 | 386830497 | 5643435305988 | 5643435305988.27 |
| 2021-10-27 | 14510.45 | 14393.51 | 14510.45 | 14348.05 | 398325128 | 5742787473169 | 5742787473169.09 |
| 2021-10-28 | 14350.91 | 14244.82 | 14407.66 | 14188.29 | 391846982 | 5595675477019 | 5595675477018.71 |
| 2021-10-29 | 14242.68 | 14451.38 | 14457.44 | 14199.59 | 380014383 | 5460605276087 | 5460605276087.01 |
| 2021-11-01 | 14393.58 | 14476.53 | 14569.23 | 14344.48 | 409694011 | 5925573821284 | 5925573821284.21 |
| 2021-11-02 | 14476.90 | 14377.27 | 14558.36 | 14248.00 | 443834167 | 6388790149695 | 6388790149695.40 |
| 2021-11-03 | 14365.21 | 14367.78 | 14458.62 | 14287.34 | 360786565 | 5184952719634 | 5184952719634.37 |
| 2021-11-04 | 14440.22 | 14555.27 | 14557.94 | 14420.14 | 384931830 | 5585790693844 | 5585790693843.50 |
| 2021-11-05 | 14536.60 | 14462.62 | 14623.48 | 14462.59 | 445734089 | 6470378554764 | 6470378554764.47 |
| 2021-11-08 | 14451.59 | 14508.86 | 14532.72 | 14400.84 | 401022965 | 5807136025058 | 5807136025058.43 |
| 2021-11-09 | 14538.62 | 14571.93 | 14581.42 | 14463.77 | 388860385 | 5653656691930 | 5653656691930.40 |
| 2021-11-10 | 14521.72 | 14515.88 | 14536.63 | 14302.80 | 426612098 | 6165299919513 | 6165299919513.46 |
| 2021-11-11 | 14497.98 | 14699.74 | 14708.12 | 14479.37 | 453880792 | 6639856903695 | 6639856903695.39 |
| 2021-11-12 | 14708.60 | 14705.37 | 14732.35 | 14646.49 | 448411964 | 6589295729163 | 6589295729162.81 |
| 2021-11-15 | 14724.34 | 14636.39 | 14732.05 | 14578.23 | 465602016 | 6820552716162 | 6820552716162.24 |
| 2021-11-16 | 14626.87 | 14613.97 | 14736.37 | 14597.04 | 458179339 | 6711927173061 | 6711927173060.61 |
| 2021-11-17 | 14646.66 | 14711.18 | 14711.18 | 14596.89 | 437931667 | 6425807844197 | 6425807844196.58 |
| 2021-11-18 | 14685.79 | 14579.17 | 14685.79 | 14555.22 | 479263932 | 7000477255916 | 7000477255915.92 |
| 2021-11-19 | 14569.93 | 14752.49 | 14761.53 | 14552.67 | 461993854 | 6786179982041 | 6786179982041.09 |
| 2021-11-22 | 14778.58 | 14960.66 | 14961.79 | 14776.04 | 477183999 | 7109801402487 | 7109801402487.17 |
| 2021-11-23 | 14929.24 | 14905.13 | 14954.85 | 14874.43 | 480711645 | 7168117273068 | 7168117273068.15 |
| 2021-11-24 | 14908.97 | 14887.60 | 14942.96 | 14864.89 | 477783590 | 7118250852555 | 7118250852555.17 |
